parent_comment_id,comment_id,comment_time,comment_user_name,comment_user_link,comment_content,comment_like_num,child_comment_num
,4798268749383302,Wed Aug 03 06:38:00 +0800 2022,超话社区,https://weibo.com//u/5878659096,"你好，你感兴趣的“战争[超话]”已开通了超话社区～ 超话社区是微博旗下兴趣互动社区，快来与志同道合的小伙伴们一起交流互动吧！ 戳我进入&gt;&gt; <a target=""_blank"" href=""https://weibo.com/p/100808ff647ad82a21f02746d18e676223f5a8""><img class=""icon-link"" src=""https://h5.sinaimg.cn/upload/100/959/2020/05/09/timeline_card_small_super_default.png""/>战争超话</a>",0,0
