parent_comment_id,comment_id,comment_time,comment_user_name,comment_user_link,comment_content,comment_like_num,child_comment_num
,4796169726727290,Thu Jul 28 11:37:14 +0800 2022,超话社区,https://weibo.com//u/5878659096,"好久不见，我和小伙伴们都在跨境电商的超话社区等你，快点来看看吧，回家指路&gt;&gt;<a target=""_blank"" href=""https://weibo.com/p/1008084529dfda2fa39c9cc903f0648c0cbfa4""><img class=""icon-link"" src=""https://h5.sinaimg.cn/upload/100/959/2020/05/09/timeline_card_small_super_default.png""/>跨境电商超话</a>",0,0
