parent_comment_id,comment_id,comment_time,comment_user_name,comment_user_link,comment_content,comment_like_num,child_comment_num
,4795731477004974,Wed Jul 27 06:35:47 +0800 2022,超话社区,https://weibo.com//u/5878659096,"你好，你感兴趣的“美丽乡村[超话]”已开通了超话社区～ 超话社区是微博旗下兴趣互动社区，快来与志同道合的小伙伴们一起交流互动吧！ 戳我进入&gt;&gt; <a target=""_blank"" href=""https://weibo.com/p/10080895ce8f02999826623d61dd6a0127d5f7""><img class=""icon-link"" src=""https://h5.sinaimg.cn/upload/100/959/2020/05/09/timeline_card_small_super_default.png""/>美丽乡村超话</a>",0,0
