parent_comment_id,comment_id,comment_time,comment_user_name,comment_user_link,comment_content,comment_like_num,child_comment_num
,4797103647492554,Sun Jul 31 01:28:18 +0800 2022,岩画凌乱,https://weibo.com//u/7633124782,二舅确实是治愈很多人的,6,5
4797103647492554.0,4797107339526589,Sun Jul 31 01:42:57 +0800 2022,阿巴扬燕,https://weibo.com//u/7728188554,生活还得继续，加油,0,0
4797103647492554.0,4797107007127768,Sun Jul 31 01:41:38 +0800 2022,叶萌啦啦,https://weibo.com//u/5703922012,我也要去看一看  我还没看过这个呢,0,0
4797103647492554.0,4797106272865498,Sun Jul 31 01:38:44 +0800 2022,做自己的女王想咋活咋活,https://weibo.com//u/7748114901,确实是的,0,0
4797103647492554.0,4797104885076121,Sun Jul 31 01:33:13 +0800 2022,Chen鸢语,https://weibo.com//u/7700432127,嗯嗯，真的是这样的,0,0
,4797107267701028,Sun Jul 31 01:42:41 +0800 2022,阿巴扬燕,https://weibo.com//u/7728188554,感觉每个人的经历都差不多，只是很苦的时候自己熬过来了,0,0
,4797106944477362,Sun Jul 31 01:41:24 +0800 2022,叶萌啦啦,https://weibo.com//u/5703922012,"难道就只有我一个人没有看过吗  不知道吗<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" />",0,0
